organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,task_is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 05:48:00,2802696,1SPT,2541541,t,BLPW,Blackpoll Warbler,SETOPHAGA STRIATA,Aves,24.00,599.85,3.00,0,12000,5383847,1,Song,1,1,t,1,Siena Blier,4251,1474,f,-32.27,-36.58,2,0.000061,-0.075226,0.07489,-22.47,-32.27,-36.58,2,0.000062,-0.075256,0.074677,-22.47,-33.64,-37.73,2,-0.001412,-0.066772,0.061401,-23.51,-33.64,-37.73,2,-0.001412,-0.06662,0.061218,-23.53,f,https://portal.wildtrax.ca/aru/task/2541541,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/0b07761b42ca49d1bb6ab7fd51ab5c72.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/5b92484c2da04bf59fbe511ed33caa90.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 05:48:00,2802696,1SPT,2541541,t,NOFL,Northern Flicker,COLAPTES AURATUS,Aves,372.00,599.85,3.00,0,12000,5383952,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-25.78,-32.57,2,0.00067,-0.148987,0.167511,-15.52,-25.78,-32.57,2,0.00067,-0.148895,0.167389,-15.53,-27.05,-33.27,2,-0.001179,-0.148865,0.151459,-16.39,-27.05,-33.27,2,-0.001179,-0.149017,0.151489,-16.39,f,https://portal.wildtrax.ca/aru/task/2541541,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/3f0e2aae06624c19b1e0d24c4900d77a.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/ded59b1021214ab5be5c8470c49e62ab.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 05:48:00,2802696,1SPT,2541541,t,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,Aves,562.00,599.85,5.00,0,12000,5383837,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-12.82,-35.11,2,0.000493,-0.754517,0.759827,-2.39,-12.82,-35.11,2,0.000493,-0.756653,0.75885,-2.4,-14.16,-36.33,2,-0.001573,-0.781799,0.757935,-2.14,-14.16,-36.33,2,-0.001573,-0.781647,0.758759,-2.14,t,https://portal.wildtrax.ca/aru/task/2541541,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/7f7c950865c44af59626c9ddda7a87fe.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/8a/6f/23/c6-377f-4de4-a850-c28e35d4e943/7e8ea82d42994fc2bd53fc205e75d91e.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 06:48:00,2802697,1SPT,2541542,t,BARS,Barn Swallow,HIRUNDO RUSTICA,Aves,22.00,599.85,3.00,0,12000,5383833,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-26.36,-31.33,2,-0.000796,-0.136902,0.133087,-17.27,-26.36,-31.33,3,-0.000796,-0.136932,0.133179,-17.27,-27.87,-32.27,2,-0.002734,-0.125763,0.117279,-18.01,-27.87,-32.27,2,-0.002734,-0.12561,0.117188,-18.02,f,https://portal.wildtrax.ca/aru/task/2541542,https://portal.wildtrax.ca/media/aru_tag_clips/63/f9/ff/36-aa3e-4a9f-a97c-4baba56a7cfb/4b5aec59a5ca42f09a1fddb5ae956d96.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/63/f9/ff/36-aa3e-4a9f-a97c-4baba56a7cfb/5f226f02e02c4d258ff32d4ccbf2441a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 07:48:00,2802698,1SPT,2541543,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,340.00,599.85,5.00,0,12000,5384017,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-20.21,-23.78,2,-0.000702,-0.315399,0.332397,-9.57,-20.21,-23.78,2,-0.000702,-0.315216,0.33255,-9.56,-22.91,-26.55,2,-0.002781,-0.238922,0.261261,-11.66,-22.91,-26.55,2,-0.002781,-0.239136,0.261139,-11.66,f,https://portal.wildtrax.ca/aru/task/2541543,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/e86a95560807411fb6e12bc4bdfa8710.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/18bb8e761c0643f58b01481a42fc1ee9.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 07:48:00,2802698,1SPT,2541543,t,BARS,Barn Swallow,HIRUNDO RUSTICA,Aves,420.00,599.85,3.00,0,12000,5383831,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-25.41,-29.95,2,-0.000335,-0.191376,0.155121,-14.36,-25.41,-29.95,2,-0.000335,-0.191406,0.155334,-14.36,-26.11,-30.85,2,-0.002151,-0.164124,0.140045,-15.7,-26.11,-30.85,2,-0.002151,-0.164124,0.140167,-15.7,f,https://portal.wildtrax.ca/aru/task/2541543,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/4f060b964c024ecfac50552432d521f5.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/88a5221b5d1f4d0cb9e1ee6f5b26db2c.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 07:48:00,2802698,1SPT,2541543,t,GRCA,Gray Catbird,DUMETELLA CAROLINENSIS,Aves,464.00,599.85,3.00,0,12000,5383913,1,Song,1,5,t,2,Siena Blier,4251,4892,f,-17.6,-28.13,2,-0.000652,-0.448151,0.440369,-6.97,-17.6,-28.13,2,-0.000652,-0.447906,0.440063,-6.98,-15.47,-29.39,2,-0.002472,-0.492798,0.477142,-6.15,-15.47,-29.39,2,-0.002472,-0.493042,0.477325,-6.14,f,https://portal.wildtrax.ca/aru/task/2541543,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/369057b8d64f4077b0c6d8a84637124f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/00/ef/8b/ec-7842-4257-af8d-74901dbe724f/f890431f192a4bb0a81664a7df5814d8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-20 08:48:00,2802699,1SPT,2541544,t,RBGU,Ring-billed Gull,LARUS DELAWARENSIS,Aves,444.00,599.85,21.00,0,12000,5383983,1,Song,1,,t,1,Siena Blier,4251,4251,f,-17.43,-31.77,2,0.000281,-0.384644,0.328247,-8.3,-17.43,-31.77,2,0.000281,-0.384583,0.328308,-8.3,-19.07,-32.83,2,-0.001321,-0.356476,0.271759,-8.96,-19.07,-32.83,2,-0.001321,-0.356476,0.271912,-8.96,f,https://portal.wildtrax.ca/aru/task/2541544,https://portal.wildtrax.ca/media/aru_tag_clips/ec/ad/ac/c6-c00f-4c5f-b423-547faeb117fb/5e6b157330dc4bff870e6077dab3fe48.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ec/ad/ac/c6-c00f-4c5f-b423-547faeb117fb/7647d3fb79f74719b1bef4b105609bc5.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 04:47:00,2802700,1SPT,2541545,t,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,Aves,186.00,599.85,5.00,0,12000,5384019,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-29.5,-37.27,2,-0.000036,-0.124359,0.123993,-18.11,-29.5,-37.27,2,-0.000036,-0.124329,0.123932,-18.11,-30.9,-37.99,2,-0.001678,-0.134003,0.124542,-17.46,-30.9,-37.99,2,-0.001678,-0.133881,0.124573,-17.47,f,https://portal.wildtrax.ca/aru/task/2541545,https://portal.wildtrax.ca/media/aru_tag_clips/6a/31/f7/eb-237e-4897-a5d5-20b31ca962d2/0f0b762b83384bb1a96f5e54eca6d99d.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6a/31/f7/eb-237e-4897-a5d5-20b31ca962d2/ec2ffcd614df4cc38a7123c72efb2fcd.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 05:47:00,2802701,1SPT,2541546,t,RWBL,Red-winged Blackbird,AGELAIUS PHOENICEUS,Aves,486.00,599.85,5.00,0,12000,5383980,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-19.06,-34.28,2,0.001307,-0.287079,0.345245,-9.24,-19.06,-34.28,2,0.001307,-0.287201,0.345306,-9.24,-24.56,-35.21,2,-0.000785,-0.167053,0.164581,-15.54,-24.56,-35.21,2,-0.000785,-0.167267,0.164734,-15.53,t,https://portal.wildtrax.ca/aru/task/2541546,https://portal.wildtrax.ca/media/aru_tag_clips/ae/2c/b8/e7-767e-4e77-ab2d-066994ee5895/408c9848edbb40939ed8d19be09336d8.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ae/2c/b8/e7-767e-4e77-ab2d-066994ee5895/fb532bb59f1a4074bdd598ebe034b3d5.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 06:47:00,2802702,1SPT,2541547,t,EVGR,Evening Grosbeak,COCCOTHRAUSTES VESPERTINUS,Aves,218.00,599.85,3.00,0,12000,5383905,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-19.56,-23.23,2,0.000822,-0.358978,0.414459,-7.65,-19.56,-23.23,2,0.000822,-0.359253,0.414734,-7.64,-21.17,-25.04,2,-0.00086,-0.279724,0.36554,-8.74,-21.17,-25.04,2,-0.00086,-0.279938,0.365723,-8.74,f,https://portal.wildtrax.ca/aru/task/2541547,https://portal.wildtrax.ca/media/aru_tag_clips/54/a1/b8/1a-8645-4d4e-89fd-30248610babe/d8ef822a99b44b8db9e159c2f93997b3.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/54/a1/b8/1a-8645-4d4e-89fd-30248610babe/6f71db53ab954ee282014f0964eff494.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 06:47:00,2802702,1SPT,2541547,t,NAWA,Nashville Warbler,LEIOTHLYPIS RUFICAPILLA,Aves,284.00,599.85,3.00,0,12000,5383945,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-20.59,-25.53,2,0.001012,-0.260925,0.302673,-10.38,-20.59,-25.53,2,0.001012,-0.260742,0.302551,-10.38,-21.76,-26.57,2,-0.000921,-0.25705,0.238983,-11.8,-21.76,-26.57,2,-0.000921,-0.25708,0.238922,-11.8,f,https://portal.wildtrax.ca/aru/task/2541547,https://portal.wildtrax.ca/media/aru_tag_clips/54/a1/b8/1a-8645-4d4e-89fd-30248610babe/01e18a96aa3b4a14a9815b3548a4f41e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/54/a1/b8/1a-8645-4d4e-89fd-30248610babe/71c3ba262da3466cb37ce496b334d3da.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 07:47:00,2802703,1SPT,2541548,t,LEFL,Least Flycatcher,EMPIDONAX MINIMUS,Aves,16.00,599.85,5.00,0,12000,5383935,1,Song,1,5,t,2,Siena Blier,4251,4892,f,-21.22,-24.52,2,0.000769,-0.319672,0.328461,-9.67,-21.22,-24.52,2,0.000769,-0.319366,0.328644,-9.67,-21.73,-26.38,2,-0.001138,-0.286804,0.27417,-10.85,-21.73,-26.38,2,-0.001138,-0.286713,0.274261,-10.85,f,https://portal.wildtrax.ca/aru/task/2541548,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/dd04a692004646548e2e149ce21932f4.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/a7220ef59452461886e2eb0ef11c17b4.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 07:47:00,2802703,1SPT,2541548,t,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,Aves,308.00,599.85,5.00,0,12000,5383839,1,Song,1,5,t,2,Siena Blier,4251,4892,f,-21.91,-27.4,2,0.001135,-0.251984,0.249786,-11.97,-21.91,-27.4,2,0.001135,-0.251953,0.249878,-11.97,-23.4,-29.47,2,-0.001149,-0.204956,0.205353,-13.75,-23.4,-29.47,2,-0.001149,-0.204834,0.205536,-13.74,t,https://portal.wildtrax.ca/aru/task/2541548,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/c1f7093a322840068a6d76a5575bc714.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/ea58c575b9da4c0aa8714b9d5b47c17a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 07:47:00,2802703,1SPT,2541548,t,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,Aves,450.00,599.85,3.00,0,12000,5383812,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-21.5,-28.22,2,0.001585,-0.275421,0.296478,-10.56,-21.5,-28.22,2,0.001585,-0.275482,0.296356,-10.56,-23.52,-29.87,2,-0.000825,-0.193146,0.20047,-13.96,-23.52,-29.87,2,-0.000825,-0.192993,0.200623,-13.95,f,https://portal.wildtrax.ca/aru/task/2541548,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/4b340ca3acd1458b83704c87057e001a.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/882c6fc2d30c4e27854561a6c465c95b.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 07:47:00,2802703,1SPT,2541548,t,BRCR,Brown Creeper,CERTHIA AMERICANA,Aves,518.00,599.85,5.00,0,12000,5383860,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-18.07,-25.84,2,0.001336,-0.370056,0.328217,-8.63,-18.07,-25.84,2,0.001336,-0.370117,0.328247,-8.63,-19.54,-27.3,2,-0.001023,-0.352142,0.316345,-9.07,-19.54,-27.3,2,-0.001023,-0.352325,0.316437,-9.06,f,https://portal.wildtrax.ca/aru/task/2541548,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/9a70a6ad41c543bb907e3d8ebb1b844d.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/50/08/88/8a-aa75-4dc7-9bb1-de173775f745/a28c8ae071134108804098809495c338.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-21 08:47:00,2802704,1SPT,2541549,t,CANG,Canada Goose,BRANTA CANADENSIS,Aves,292.00,599.85,5.00,0,12000,5383866,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-18.34,-23.81,2,0.000883,-0.402069,0.399292,-7.91,-18.34,-23.81,2,0.000883,-0.402008,0.399323,-7.92,-17.22,-25.07,2,-0.001798,-0.361694,0.453735,-6.86,-17.22,-25.07,2,-0.001797,-0.361694,0.453888,-6.86,t,https://portal.wildtrax.ca/aru/task/2541549,https://portal.wildtrax.ca/media/aru_tag_clips/9c/17/dd/c0-7263-4ecc-b728-6af5e07b2590/b4d7f784207f4f3c8011bb7dc438e87b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9c/17/dd/c0-7263-4ecc-b728-6af5e07b2590/c03c85f353bb40b78757ea131c3193aa.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 05:46:00,2802706,1SPT,2541551,t,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,Aves,116.00,599.85,3.00,0,12000,5383838,1,Song,1,5,t,2,Siena Blier,4251,4892,f,-13.91,-32.9,2,-0.00002,-0.652283,0.643097,-3.71,-13.91,-32.9,2,-0.00002,-0.65329,0.641937,-3.7,-11.45,-33.51,2,-0.001997,-0.783691,0.836487,-1.55,-11.45,-33.51,2,-0.001997,-0.785156,0.834961,-1.57,t,https://portal.wildtrax.ca/aru/task/2541551,https://portal.wildtrax.ca/media/aru_tag_clips/d1/a9/b8/15-66fb-4fdd-828d-7ef98699cc37/da277ab78c81454cb434f34b81ccc1ea.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/d1/a9/b8/15-66fb-4fdd-828d-7ef98699cc37/cde95ec5f71743d39e408dba64a9461e.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 06:46:00,2802707,1SPT,2541552,t,WIFL,Willow Flycatcher,EMPIDONAX TRAILLII,Aves,148.00,599.85,5.00,0,12000,5384022,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-22.18,-32.49,2,0.000293,-0.168243,0.198608,-14.04,-22.18,-32.49,2,0.000293,-0.16806,0.198517,-14.04,-23.08,-33.47,2,-0.001262,-0.15506,0.170197,-15.38,-23.08,-33.47,2,-0.001262,-0.15509,0.17038,-15.37,f,https://portal.wildtrax.ca/aru/task/2541552,https://portal.wildtrax.ca/media/aru_tag_clips/c7/2a/dc/e3-79e3-4c78-839d-e70c39238ccf/e4165733418f41d9b1ca11d2f9b50e17.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c7/2a/dc/e3-79e3-4c78-839d-e70c39238ccf/5d18d312ce584d99a17621a51e20a3a4.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 06:46:00,2802707,1SPT,2541552,t,BAOR,Baltimore Oriole,ICTERUS GALBULA,Aves,490.00,599.85,3.00,0,12000,5383830,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-25.67,-33.23,2,0.000183,-0.136536,0.180725,-14.86,-25.67,-33.23,2,0.000183,-0.136505,0.180786,-14.86,-26.65,-34.5,2,-0.001435,-0.118927,0.156952,-16.08,-26.65,-34.5,2,-0.001435,-0.118591,0.15686,-16.09,f,https://portal.wildtrax.ca/aru/task/2541552,https://portal.wildtrax.ca/media/aru_tag_clips/c7/2a/dc/e3-79e3-4c78-839d-e70c39238ccf/3fcc793b4afe478ba9f83dc6fa01bc13.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c7/2a/dc/e3-79e3-4c78-839d-e70c39238ccf/0ab484a16c0b4bc18b649742b5d73a18.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 07:46:00,2802708,1SPT,2541553,t,MODO,Mourning Dove,ZENAIDA MACROURA,Aves,544.00,599.85,5.00,0,12000,5383943,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-19.96,-29.3,2,0.001387,-0.343719,0.507782,-5.89,-19.96,-29.3,2,0.001387,-0.344543,0.512421,-5.81,-21.79,-30.12,2,-0.000708,-0.436737,0.53302,-5.47,-21.79,-30.12,2,-0.000708,-0.437195,0.532715,-5.47,f,https://portal.wildtrax.ca/aru/task/2541553,https://portal.wildtrax.ca/media/aru_tag_clips/06/83/a4/98-ecc0-4fc9-b33d-d057b6fff42d/6cb3405d6d0f4170ab063a8d315fb0bc.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/06/83/a4/98-ecc0-4fc9-b33d-d057b6fff42d/bdf9053817544114841362b3b5e57bbb.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 08:46:00,2802709,1SPT,2541554,t,WCSP,White-crowned Sparrow,ZONOTRICHIA LEUCOPHRYS,Aves,158.00,599.85,3.00,0,12000,5384015,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-22.92,-28.71,2,0.000426,-0.213715,0.220154,-13.15,-22.92,-28.71,2,0.000426,-0.213348,0.220032,-13.15,-23.66,-29.82,2,-0.002065,-0.186493,0.171356,-14.59,-23.66,-29.82,2,-0.002065,-0.186737,0.171021,-14.58,f,https://portal.wildtrax.ca/aru/task/2541554,https://portal.wildtrax.ca/media/aru_tag_clips/6b/45/e3/72-d39f-47da-8169-2803b608df1d/3626777c5b2f4856a876920f3f07e548.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6b/45/e3/72-d39f-47da-8169-2803b608df1d/6282cf5e174f4fee8ddac7254fac6757.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-22 08:46:00,2802709,1SPT,2541554,t,NSWO,Northern Saw-whet Owl,AEGOLIUS ACADICUS,Aves,424.00,599.85,3.00,0,12000,5383957,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-18.95,-22.16,2,0.000438,-0.438568,0.440002,-7.13,-18.95,-22.16,2,0.000438,-0.438232,0.440247,-7.13,-18.1,-24.17,2,-0.00223,-0.422852,0.513428,-5.79,-18.1,-24.17,2,-0.00223,-0.423584,0.512787,-5.8,f,https://portal.wildtrax.ca/aru/task/2541554,https://portal.wildtrax.ca/media/aru_tag_clips/6b/45/e3/72-d39f-47da-8169-2803b608df1d/33a4a21e7a70497dbd61e3d792f90cea.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/6b/45/e3/72-d39f-47da-8169-2803b608df1d/f27ca8f9fdc74a44b48a01c2f41f52eb.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-23 06:45:00,2802712,1SPT,2541557,t,NRWS,Northern Rough-winged Swallow,STELGIDOPTERYX SERRIPENNIS,Aves,6.00,599.85,3.00,0,12000,5383953,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-21.61,-25.55,2,0.000289,-0.289215,0.263428,-10.78,-21.61,-25.55,2,0.000289,-0.289124,0.26355,-10.78,-22.87,-26.82,2,-0.001512,-0.239563,0.216156,-12.41,-22.87,-26.82,2,-0.001512,-0.239624,0.216003,-12.41,f,https://portal.wildtrax.ca/aru/task/2541557,https://portal.wildtrax.ca/media/aru_tag_clips/1f/78/08/db-6587-489a-a8b0-e20ff958320f/6b306622571f4f38938ce2ed55f617b2.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/1f/78/08/db-6587-489a-a8b0-e20ff958320f/e85bbf07f7f040f7998da8107e211678.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-23 06:45:00,2802712,1SPT,2541557,t,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,Aves,550.00,599.85,15.00,0,12000,5384004,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-23.56,-32.52,2,0.000708,-0.18634,0.192871,-14.29,-23.56,-32.52,2,0.000708,-0.186371,0.19278,-14.3,-24.9,-33.48,2,-0.001952,-0.161407,0.194916,-14.2,-24.9,-33.48,2,-0.001952,-0.161285,0.194702,-14.21,t,https://portal.wildtrax.ca/aru/task/2541557,https://portal.wildtrax.ca/media/aru_tag_clips/1f/78/08/db-6587-489a-a8b0-e20ff958320f/327eb1f497464d7fbe72bd4d7e82a487.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/1f/78/08/db-6587-489a-a8b0-e20ff958320f/f678fa1f1ffb4d82befec61c14cb3499.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-23 07:45:00,2802713,1SPT,2541558,t,EASO,Eastern Screech-owl,MEGASCOPS ASIO,Aves,66.00,599.85,3.00,0,12000,5383899,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-22.35,-30.38,2,0.000167,-0.181061,0.188538,-14.49,-22.35,-30.38,2,0.000168,-0.180939,0.188568,-14.49,-23.15,-31.25,2,-0.00138,-0.179321,0.191956,-14.34,-23.15,-31.25,2,-0.00138,-0.179413,0.191833,-14.34,f,https://portal.wildtrax.ca/aru/task/2541558,https://portal.wildtrax.ca/media/aru_tag_clips/7b/df/95/ef-510a-495e-b7bb-70580e2fc989/162d6a16421a47769732ba1506af89a7.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/7b/df/95/ef-510a-495e-b7bb-70580e2fc989/abf2e179842440558111d6deb86edb5f.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-23 08:45:00,2802714,1SPT,2541559,t,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,Aves,334.00,599.85,5.00,0,12000,5384024,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-22.61,-28.74,2,0.000956,-0.249298,0.22467,-12.07,-22.61,-28.75,2,0.000956,-0.249329,0.224518,-12.06,-22.94,-30.31,2,-0.001037,-0.212952,0.194611,-13.43,-22.94,-30.31,2,-0.001037,-0.213043,0.194397,-13.43,f,https://portal.wildtrax.ca/aru/task/2541559,https://portal.wildtrax.ca/media/aru_tag_clips/b0/32/07/0b-9cc7-4b4c-ad9b-d07f7cfd6a2d/31f290dc358b4d9faf67748c2e5292a1.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/b0/32/07/0b-9cc7-4b4c-ad9b-d07f7cfd6a2d/3b8689fe54c84238b92bbd5b7f5ff3d2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,MARQ-1,546261,2025-05-23 08:45:00,2802714,1SPT,2541559,t,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,Aves,362.00,599.85,5.00,0,12000,5384005,1,Song,1,5,t,2,Siena Blier,4251,4892,f,-27.75,-32.21,2,0.001023,-0.128387,0.123444,-17.83,-27.75,-32.21,2,0.001023,-0.128387,0.123596,-17.83,-28.93,-33.54,2,-0.000949,-0.121613,0.129456,-17.76,-28.93,-33.54,2,-0.000949,-0.121368,0.129547,-17.75,t,https://portal.wildtrax.ca/aru/task/2541559,https://portal.wildtrax.ca/media/aru_tag_clips/b0/32/07/0b-9cc7-4b4c-ad9b-d07f7cfd6a2d/f4f2039fcd054c86bcbc7ee74bcfb71e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/b0/32/07/0b-9cc7-4b4c-ad9b-d07f7cfd6a2d/bd83fd5d82ed47a39c3742936e6fe990.flac
