"","location","recording_date_time","species_code","species_common_name","tag_rating"
"713","MARQ-1","2025-05-26 08:43:00","LEFL","Least Flycatcher",5
"714","MARQ-1","2025-05-27 05:42:00","CHSW","Chimney Swift",5
"715","MARQ-1","2025-05-28 07:41:00","YEWA","Yellow Warbler",NA
"716","MARQ-1","2025-05-31 05:39:00","REVI","Red-eyed Vireo",NA
"717","MARQ-1","2025-05-31 05:39:00","EUST","European Starling",5
"718","MARQ-1","2025-05-31 06:39:00","EUST","European Starling",5
"719","MARQ-1","2025-05-31 07:39:00","EUST","European Starling",5
"720","MARQ-1","2025-06-01 08:39:00","RBGU","Ring-billed Gull",NA
"721","MARQ-1","2025-06-03 08:38:00","HOSP","House Sparrow",NA
"722","MARQ-1","2025-06-04 05:37:00","GCFL","Great Crested Flycatcher",5
"723","MARQ-1","2025-06-04 05:37:00","AMGO","American Goldfinch",NA
"724","MARQ-1","2025-06-04 08:37:00","CHSP","Chipping Sparrow",NA
"725","MARQ-1","2025-06-04 08:37:00","CHSW","Chimney Swift",5
"726","MARQ-1","2025-06-07 05:36:00","AMCR","American Crow",NA
"727","MARQ-1","2025-06-07 05:36:00","AMRO","American Robin",NA
"728","MARQ-1","2025-06-08 04:36:00","SOSP","Song Sparrow",NA
"729","MARQ-1","2025-06-08 05:36:00","YEWA","Yellow Warbler",NA
"730","MARQ-1","2025-06-08 06:36:00","NOCA","Northern Cardinal",NA
"731","MARQ-1","2025-06-08 06:36:00","AMGO","American Goldfinch",NA
"732","MARQ-1","2025-06-08 06:36:00","WTSP","White-throated Sparrow",5
"733","MARQ-1","2025-06-08 08:36:00","YEWA","Yellow Warbler",NA
"734","MARQ-1","2025-06-11 06:35:00","RWBL","Red-winged Blackbird",NA
"735","MARQ-1","2025-06-11 08:35:00","NOCA","Northern Cardinal",NA
"736","MARQ-1","2025-06-12 04:35:00","BCCH","Black-capped Chickadee",NA
"737","MARQ-1","2025-06-12 04:35:00","MALL","Mallard",5
"738","MARQ-1","2025-06-12 07:35:00","HOSP","House Sparrow",NA
"739","MARQ-1","2025-06-13 04:35:00","CSWA","Chestnut-sided Warbler",5
"740","MARQ-1","2025-06-13 06:35:00","CEDW","Cedar Waxwing",5
"741","MARQ-1","2025-06-14 06:35:00","COGR","Common Grackle",NA
"742","MARQ-1","2025-06-15 05:35:00","AMCR","American Crow",NA
"743","MARQ-1","2025-06-16 06:35:00","CEDW","Cedar Waxwing",5
"744","MARQ-1","2025-06-17 05:35:00","RBGU","Ring-billed Gull",NA
"745","MARQ-1","2025-06-18 05:35:00","AMRO","American Robin",NA
"746","MARQ-1","2025-06-18 07:35:00","SOSP","Song Sparrow",NA
"747","MARQ-1","2025-06-19 07:35:00","SWTH","Swainson's Thrush",5
"748","MARQ-1","2025-06-20 04:35:00","BAOR","Baltimore Oriole",5
"749","MARQ-1","2025-06-21 05:36:00","CORA","Common Raven",NA
"750","MARQ-1","2025-06-21 05:36:00","BARS","Barn Swallow",NA
"751","MARQ-1","2025-06-21 08:36:00","AMRO","American Robin",NA
"752","MARQ-1","2025-06-23 04:36:00","BCCH","Black-capped Chickadee",NA
"753","MARQ-1","2025-06-23 08:36:00","CHSW","Chimney Swift",NA
"754","MARQ-1","2025-06-24 06:36:00","COGR","Common Grackle",5
"755","MARQ-1","2025-06-24 08:36:00","NOCA","Northern Cardinal",NA
"756","MARQ-1","2025-06-24 08:36:00","DOWO","Downy Woodpecker",NA
"757","MARQ-1","2025-06-26 06:37:00","REVI","Red-eyed Vireo",NA
"758","MARQ-1","2025-06-27 06:38:00","BCCH","Black-capped Chickadee",NA
"759","MARQ-1","2025-06-28 06:38:00","GCKI","Golden-crowned Kinglet",5
"760","MARQ-1","2025-06-29 07:38:00","REVI","Red-eyed Vireo",NA
"761","MARQ-1","2025-07-03 05:41:00","MAWA","Magnolia Warbler",5
"762","MARQ-1","2025-07-04 07:41:00","CEDW","Cedar Waxwing",NA
"763","MARQ-1","2025-07-06 05:43:00","AMCR","American Crow",NA
"764","MARQ-1","2025-07-06 07:43:00","CORA","Common Raven",NA
"765","MARQ-2","2025-05-14 04:55:00","HOFI","House Finch",5
"766","MARQ-2","2025-05-14 06:55:00","HOSP","House Sparrow",NA
"767","MARQ-2","2025-05-14 07:55:00","CHSW","Chimney Swift",NA
"768","MARQ-2","2025-05-15 04:53:00","AMRO","American Robin",NA
"769","MARQ-2","2025-05-15 05:53:00","HOSP","House Sparrow",NA
"770","MARQ-2","2025-05-15 07:53:00","HOSP","House Sparrow",NA
"771","MARQ-2","2025-05-16 05:52:00","DEJU","Dark-eyed Junco",5
"772","MARQ-2","2025-05-16 05:52:00","BCCH","Black-capped Chickadee",NA
"773","MARQ-2","2025-05-16 05:52:00","CHSW","Chimney Swift",NA
"774","MARQ-2","2025-05-16 06:52:00","RWBL","Red-winged Blackbird",NA
"775","MARQ-2","2025-05-16 07:52:00","YEWA","Yellow Warbler",NA
"776","MARQ-2","2025-05-17 04:51:00","DEJU","Dark-eyed Junco",5
"777","MARQ-2","2025-05-17 06:51:00","EUST","European Starling",5
"778","MARQ-2","2025-05-17 07:51:00","WAVI","Warbling Vireo",5
"779","MARQ-2","2025-05-18 05:50:00","RBGU","Ring-billed Gull",NA
"780","MARQ-2","2025-05-19 05:49:00","AMGO","American Goldfinch",NA
"781","MARQ-2","2025-05-19 08:49:00","BLPW","Blackpoll Warbler",NA
"782","MARQ-2","2025-05-19 08:49:00","RBGU","Ring-billed Gull",NA
"783","MARQ-2","2025-05-20 04:48:00","CHSP","Chipping Sparrow",NA
"784","MARQ-2","2025-05-20 05:48:00","AMGO","American Goldfinch",NA
"785","MARQ-2","2025-05-20 08:48:00","BBWA","Bay-breasted Warbler",5
"786","MARQ-2","2025-05-21 04:47:00","CHSP","Chipping Sparrow",NA
"787","MARQ-2","2025-05-21 05:47:00","BLPW","Blackpoll Warbler",NA
"788","MARQ-2","2025-05-21 05:47:00","TEWA","Tennessee Warbler",NA
"789","MARQ-2","2025-05-21 06:47:00","TEWA","Tennessee Warbler",5
"790","MARQ-2","2025-05-22 05:46:00","MERL","Merlin",5
"791","MARQ-2","2025-05-22 06:46:00","TEWA","Tennessee Warbler",NA
"792","MARQ-2","2025-05-22 06:46:00","BBWA","Bay-breasted Warbler",5
"793","MARQ-2","2025-05-23 04:45:00","CHSP","Chipping Sparrow",NA
"794","MARQ-2","2025-05-23 08:45:00","SOSP","Song Sparrow",NA
"795","MARQ-2","2025-05-25 06:44:00","WAVI","Warbling Vireo",5
"796","MARQ-2","2025-05-25 07:44:00","BLJA","Blue Jay",NA
"797","MARQ-2","2025-05-25 08:44:00","NOCA","Northern Cardinal",NA
"798","MARQ-2","2025-05-26 05:43:00","HOFI","House Finch",5
"799","MARQ-2","2025-05-28 05:41:00","MERL","Merlin",5
"800","MARQ-2","2025-05-29 06:41:00","EUST","European Starling",5
"801","MARQ-2","2025-05-31 05:39:00","EUST","European Starling",5
"802","MARQ-2","2025-06-05 06:37:00","AMCR","American Crow",NA
"803","MARQ-2","2025-06-06 05:37:00","CHSW","Chimney Swift",NA
"804","MARQ-2","2025-06-07 05:36:00","AMCR","American Crow",NA
"805","MARQ-2","2025-06-08 06:36:00","HOFI","House Finch",5
"806","MARQ-2","2025-06-08 07:36:00","NOCA","Northern Cardinal",NA
"807","MARQ-2","2025-06-08 07:36:00","YEWA","Yellow Warbler",NA
"808","MARQ-2","2025-06-08 08:36:00","NOCA","Northern Cardinal",NA
"809","MARQ-2","2025-06-09 06:36:00","ROPI","Rock Pigeon",NA
"810","MARQ-2","2025-06-11 05:35:00","COGR","Common Grackle",NA
"811","MARQ-2","2025-06-12 04:35:00","MALL","Mallard",5
"812","MARQ-2","2025-06-12 06:35:00","REVI","Red-eyed Vireo",NA
"813","MARQ-2","2025-06-12 08:35:00","CEDW","Cedar Waxwing",5
"814","MARQ-2","2025-06-12 08:35:00","YEWA","Yellow Warbler",NA
"815","MARQ-2","2025-06-13 04:35:00","SOSP","Song Sparrow",NA
"816","MARQ-2","2025-06-13 05:35:00","COGR","Common Grackle",NA
"817","MARQ-2","2025-06-13 08:35:00","CANG","Canada Goose",5
"818","MARQ-2","2025-06-14 06:35:00","SOSP","Song Sparrow",NA
"819","MARQ-2","2025-06-14 06:35:00","CEDW","Cedar Waxwing",NA
"820","MARQ-2","2025-06-16 05:35:00","RBGU","Ring-billed Gull",NA
"821","MARQ-2","2025-06-16 06:35:00","CEDW","Cedar Waxwing",NA
"822","MARQ-2","2025-06-16 07:35:00","DOWO","Downy Woodpecker",NA
"823","MARQ-2","2025-06-17 07:35:00","AMCR","American Crow",NA
"824","MARQ-2","2025-06-19 06:35:00","BCCH","Black-capped Chickadee",NA
"825","MARQ-2","2025-06-19 07:35:00","REVI","Red-eyed Vireo",5
"826","MARQ-2","2025-06-21 05:36:00","AMGO","American Goldfinch",NA
"827","MARQ-2","2025-06-21 05:36:00","CORA","Common Raven",NA
"828","MARQ-2","2025-06-21 06:36:00","AMRO","American Robin",NA
"829","MARQ-2","2025-06-21 08:36:00","ROPI","Rock Pigeon",NA
"830","MARQ-2","2025-06-24 07:36:00","RBNU","Red-breasted Nuthatch",5
"831","MARQ-2","2025-06-25 04:37:00","REVI","Red-eyed Vireo",NA
"832","MARQ-2","2025-06-25 07:37:00","BCCH","Black-capped Chickadee",NA
"833","MARQ-2","2025-06-25 07:37:00","RWBL","Red-winged Blackbird",NA
"834","MARQ-2","2025-06-25 08:37:00","ROPI","Rock Pigeon",NA
"835","MARQ-2","2025-06-27 05:38:00","COGR","Common Grackle",NA
"836","MARQ-2","2025-06-27 07:38:00","AMRO","American Robin",NA
"837","MARQ-2","2025-06-30 06:39:00","RBNU","Red-breasted Nuthatch",NA
"838","MARQ-2","2025-07-05 07:42:00","DOWO","Downy Woodpecker",5
"839","MARQ-2","2025-07-06 07:43:00","CORA","Common Raven",NA
"840","MAVI-1","2025-06-13 04:35:00","YEWA","Yellow Warbler",5
"841","MAVI-1","2025-06-13 05:35:00","GRCA","Gray Catbird",5
"842","MAVI-1","2025-06-13 05:35:00","HOFI","House Finch",5
"843","MAVI-1","2025-06-13 05:35:00","RBGU","Ring-billed Gull",NA
"844","MAVI-1","2025-06-13 06:35:00","CEDW","Cedar Waxwing",NA
"845","MAVI-1","2025-06-14 04:35:00","CHSP","Chipping Sparrow",5
"846","MAVI-1","2025-06-14 05:35:00","KILL","Killdeer",5
"847","MAVI-1","2025-06-14 05:35:00","CEDW","Cedar Waxwing",NA
"848","MAVI-1","2025-06-14 05:35:00","GRCA","Gray Catbird",5
"849","MAVI-1","2025-06-14 06:35:00","GRCA","Gray Catbird",5
"850","MAVI-1","2025-06-14 06:35:00","BCCH","Black-capped Chickadee",NA
"851","MAVI-1","2025-06-14 06:35:00","CEDW","Cedar Waxwing",NA
"852","MAVI-1","2025-06-14 08:35:00","EUST","European Starling",5
"853","MAVI-1","2025-06-15 04:35:00","CHSP","Chipping Sparrow",NA
"854","MAVI-1","2025-06-15 04:35:00","AMRO","American Robin",NA
"855","MAVI-1","2025-06-15 05:35:00","YEWA","Yellow Warbler",NA
"856","MAVI-1","2025-06-15 05:35:00","COGR","Common Grackle",NA
"857","MAVI-1","2025-06-16 04:35:00","CHSP","Chipping Sparrow",NA
"858","MAVI-1","2025-06-16 07:35:00","KILL","Killdeer",5
"859","MAVI-1","2025-06-16 08:35:00","CHSW","Chimney Swift",NA
"860","MAVI-1","2025-06-16 08:35:00","HOFI","House Finch",5
"861","MAVI-1","2025-06-16 08:35:00","EAKI","Eastern Kingbird",5
"862","MAVI-1","2025-06-16 08:35:00","EUST","European Starling",5
"863","MAVI-1","2025-06-19 07:35:00","AMGO","American Goldfinch",NA
"864","MAVI-1","2025-06-19 08:35:00","AMGO","American Goldfinch",NA
"865","MAVI-1","2025-06-20 04:35:00","SOSP","Song Sparrow",NA
"866","MAVI-1","2025-06-21 05:35:00","YEWA","Yellow Warbler",NA
"867","MAVI-1","2025-06-21 06:35:00","NOCA","Northern Cardinal",NA
"868","MAVI-1","2025-06-21 08:35:00","AMRO","American Robin",NA
"869","MAVI-1","2025-06-23 04:36:00","SOSP","Song Sparrow",5
"870","MAVI-1","2025-06-23 08:36:00","HOSP","House Sparrow",NA
"871","MAVI-1","2025-06-25 06:36:00","SOSP","Song Sparrow",NA
"872","MAVI-1","2025-06-25 06:36:00","CHSW","Chimney Swift",NA
"873","MAVI-1","2025-06-27 06:37:00","AMGO","American Goldfinch",NA
"874","MAVI-1","2025-06-27 08:37:00","AMRO","American Robin",NA
"875","MAVI-1","2025-06-29 06:38:00","RBGU","Ring-billed Gull",NA
"876","MAVI-1","2025-06-29 08:38:00","NOFL","Northern Flicker",5
"877","MAVI-1","2025-06-29 08:38:00","CORA","Common Raven",NA
"878","MAVI-1","2025-06-30 06:39:00","NOFL","Northern Flicker",5
"879","MAVI-1","2025-06-30 06:39:00","HOFI","House Finch",5
"880","MAVI-1","2025-07-01 06:39:00","BCCH","Black-capped Chickadee",NA
"881","MAVI-1","2025-07-02 05:40:00","HOSP","House Sparrow",5
"882","MAVI-1","2025-07-03 05:40:00","NOCA","Northern Cardinal",NA
"883","MAVI-1","2025-07-03 08:40:00","AMCR","American Crow",NA
"884","MAVI-1","2025-07-04 05:41:00","NOCA","Northern Cardinal",NA
"885","MAVI-1","2025-07-04 05:41:00","AMCR","American Crow",NA
"886","MAVI-1","2025-07-05 08:42:00","CORA","Common Raven",NA
"887","MAVI-1","2025-07-06 04:43:00","DEJU","Dark-eyed Junco",5
"888","MAVI-1","2025-07-06 07:43:00","AMCR","American Crow",NA
"889","MAVI-1","2025-07-07 04:43:00","RWBL","Red-winged Blackbird",NA
"890","MAVI-1","2025-07-07 04:43:00","DEJU","Dark-eyed Junco",5
"891","MAVI-1","2025-07-08 06:44:00","BCCH","Black-capped Chickadee",NA
"892","MAVI-1","2025-07-08 08:44:00","EUST","European Starling",5
"893","MAVI-1","2025-07-08 08:44:00","COGR","Common Grackle",NA
"894","MAVI-1","2025-07-08 08:44:00","HOSP","House Sparrow",NA
"895","MAVI-1","2025-07-10 06:46:00","EABL","Eastern Bluebird",NA
"896","MAVI-1","2025-07-10 07:46:00","RBGU","Ring-billed Gull",NA
"897","MAVI-1","2025-07-11 05:46:00","AMRE","American Redstart",5
"898","MAVI-1","2025-07-11 05:46:00","CHSW","Chimney Swift",NA
"899","MAVI-2","2025-06-13 04:35:00","AMRO","American Robin",NA
"900","MAVI-2","2025-06-13 04:35:00","YEWA","Yellow Warbler",5
"901","MAVI-2","2025-06-13 04:35:00","CSWA","Chestnut-sided Warbler",5
"902","MAVI-2","2025-06-13 05:35:00","EABL","Eastern Bluebird",NA
"903","MAVI-2","2025-06-13 06:35:00","AMRO","American Robin",NA
"904","MAVI-2","2025-06-13 06:35:00","NOCA","Northern Cardinal",NA
"905","MAVI-2","2025-06-13 07:35:00","CHSP","Chipping Sparrow",NA
"906","MAVI-2","2025-06-14 04:35:00","EABL","Eastern Bluebird",NA
"907","MAVI-2","2025-06-14 05:35:00","AMRO","American Robin",NA
"908","MAVI-2","2025-06-14 05:35:00","NOCA","Northern Cardinal",NA
"909","MAVI-2","2025-06-14 05:35:00","RBGU","Ring-billed Gull",NA
"910","MAVI-2","2025-06-14 06:35:00","CHSP","Chipping Sparrow",NA
"911","MAVI-2","2025-06-14 06:35:00","AMGO","American Goldfinch",NA
"912","MAVI-2","2025-06-14 06:35:00","HOSP","House Sparrow",NA
"913","MAVI-2","2025-06-14 08:35:00","CEDW","Cedar Waxwing",5
"914","MAVI-2","2025-06-14 08:35:00","CHSP","Chipping Sparrow",NA
"915","MAVI-2","2025-06-15 04:35:00","EABL","Eastern Bluebird",NA
"916","MAVI-2","2025-06-15 04:35:00","RBGU","Ring-billed Gull",NA
"917","MAVI-2","2025-06-15 04:35:00","NOCA","Northern Cardinal",NA
"918","MAVI-2","2025-06-15 05:35:00","RBGU","Ring-billed Gull",NA
"919","MAVI-2","2025-06-15 06:35:00","YEWA","Yellow Warbler",NA
"920","MAVI-2","2025-06-15 07:35:00","CEDW","Cedar Waxwing",NA
"921","MAVI-2","2025-06-15 08:35:00","HOSP","House Sparrow",NA
"922","PELI-2","2025-05-14 07:55:00","BCCH","Black-capped Chickadee",NA
"923","PELI-2","2025-05-17 07:51:00","CHSW","Chimney Swift",NA
"924","PELI-2","2025-05-18 06:50:00","EAKI","Eastern Kingbird",5
"925","PELI-2","2025-05-18 06:50:00","HOFI","House Finch",5
"926","PELI-2","2025-05-18 07:50:00","NOCA","Northern Cardinal",NA
"927","PELI-2","2025-05-18 07:50:00","YEWA","Yellow Warbler",NA
"928","PELI-2","2025-05-18 08:50:00","MAWA","Magnolia Warbler",5
"929","PELI-2","2025-05-18 08:50:00","SCTA","Scarlet Tanager",5
"930","PELI-2","2025-05-18 08:50:00","AMRE","American Redstart",5
"931","PELI-2","2025-05-18 08:50:00","HOFI","House Finch",5
"932","PELI-2","2025-05-18 08:50:00","YEWA","Yellow Warbler",5
"933","PELI-2","2025-05-19 04:49:00","EABL","Eastern Bluebird",NA
"934","PELI-2","2025-05-19 07:49:00","AMRO","American Robin",NA
"935","PELI-2","2025-05-20 05:48:00","OVEN","Ovenbird",5
"936","PELI-2","2025-05-20 06:48:00","DOWO","Downy Woodpecker",5
"937","PELI-2","2025-05-20 07:48:00","BBWA","Bay-breasted Warbler",5
"938","PELI-2","2025-05-21 06:47:00","OVEN","Ovenbird",5
"939","PELI-2","2025-05-21 08:47:00","OVEN","Ovenbird",5
"940","PELI-2","2025-05-22 04:46:00","AMRO","American Robin",NA
"941","PELI-2","2025-05-22 06:46:00","BLPW","Blackpoll Warbler",NA
"942","PELI-2","2025-05-23 04:45:00","NOCA","Northern Cardinal",NA
"943","PELI-2","2025-05-23 06:45:00","HOSP","House Sparrow",NA
"944","PELI-2","2025-05-23 07:45:00","TEWA","Tennessee Warbler",5
"945","PELI-2","2025-05-23 08:45:00","BLPW","Blackpoll Warbler",NA
"946","PELI-2","2025-05-24 06:44:00","WAVI","Warbling Vireo",5
"947","PELI-2","2025-05-25 05:44:00","TEWA","Tennessee Warbler",NA
"948","PELI-2","2025-05-25 06:44:00","HOFI","House Finch",5
"949","PELI-2","2025-05-25 07:44:00","MAWA","Magnolia Warbler",5
"950","PELI-2","2025-05-25 07:44:00","TEWA","Tennessee Warbler",5
"951","PELI-2","2025-05-26 05:43:00","RBGR","Rose-breasted Grosbeak",5
"952","PELI-2","2025-05-26 06:43:00","YEWA","Yellow Warbler",NA
"953","PELI-2","2025-05-26 06:43:00","WAVI","Warbling Vireo",5
"954","PELI-2","2025-05-27 07:42:00","WAVI","Warbling Vireo",5
"955","PELI-2","2025-05-27 07:42:00","REVI","Red-eyed Vireo",NA
"956","PELI-2","2025-05-28 05:41:00","YBFL","Yellow-bellied Flycatcher",5
"957","PELI-2","2025-05-28 05:41:00","AMRO","American Robin",NA
"958","PELI-2","2025-05-28 06:41:00","HOSP","House Sparrow",NA
"959","PELI-2","2025-05-28 08:41:00","EUST","European Starling",5
"960","PELI-2","2025-05-29 05:41:00","EUST","European Starling",5
"961","PELI-2","2025-05-29 06:41:00","CANG","Canada Goose",5
"962","PELI-2","2025-05-29 06:41:00","AMCR","American Crow",NA
"963","PELI-2","2025-05-31 06:39:00","EUST","European Starling",5
"964","PELI-2","2025-06-01 07:39:00","MAWA","Magnolia Warbler",5
"965","PELI-2","2025-06-03 05:38:00","CEDW","Cedar Waxwing",NA
"966","PELI-2","2025-06-04 07:37:00","RWBL","Red-winged Blackbird",5
"967","PELI-2","2025-06-05 05:37:00","CEDW","Cedar Waxwing",5
"968","PELI-2","2025-06-05 06:37:00","CHSW","Chimney Swift",NA
"969","PELI-2","2025-06-05 06:37:00","BLBW","Blackburnian Warbler",5
"970","PELI-2","2025-06-05 07:37:00","BLBW","Blackburnian Warbler",5
"971","PELI-2","2025-06-06 05:36:00","HOSP","House Sparrow",NA
"972","PELI-2","2025-06-06 08:36:00","AMGO","American Goldfinch",NA
"973","PELI-2","2025-06-07 06:36:00","REVI","Red-eyed Vireo",NA
"974","PELI-2","2025-06-08 07:36:00","AMGO","American Goldfinch",NA
"975","PELI-2","2025-06-09 04:36:00","CHSP","Chipping Sparrow",NA
"976","PELI-2","2025-06-09 08:36:00","RBGU","Ring-billed Gull",NA
"977","PELI-2","2025-06-11 08:35:00","CHSP","Chipping Sparrow",NA
"978","PELI-2","2025-06-14 08:35:00","CHSW","Chimney Swift",5
"979","PELI-2","2025-06-15 05:35:00","DOWO","Downy Woodpecker",NA
"980","PELI-2","2025-06-17 07:35:00","EAWP","Eastern Wood-Pewee",NA
"981","PELI-2","2025-06-18 06:35:00","REVI","Red-eyed Vireo",NA
"982","PELI-2","2025-06-19 04:35:00","CHSP","Chipping Sparrow",NA
"983","PELI-2","2025-06-19 07:35:00","NAWA","Nashville Warbler",5
"984","PELI-2","2025-06-19 08:35:00","BCCH","Black-capped Chickadee",NA
"985","PELI-2","2025-06-27 07:37:00","BCCH","Black-capped Chickadee",NA
"986","PELI-2","2025-06-27 07:37:00","AMGO","American Goldfinch",NA
"987","PELI-2","2025-06-28 04:38:00","DEJU","Dark-eyed Junco",5
"988","PELI-2","2025-06-29 04:38:00","NOCA","Northern Cardinal",NA
"989","PELI-2","2025-06-29 05:38:00","CORA","Common Raven",NA
"990","PELI-2","2025-06-29 05:38:00","RBGU","Ring-billed Gull",NA
"991","PELI-2","2025-06-29 06:38:00","EABL","Eastern Bluebird",NA
"992","PELI-2","2025-06-29 06:38:00","COGR","Common Grackle",NA
"993","PELI-2","2025-07-01 07:39:00","SOSP","Song Sparrow",NA
"994","PELI-2","2025-07-05 05:42:00","EABL","Eastern Bluebird",NA
"995","PELI-2","2025-07-05 05:42:00","RBNU","Red-breasted Nuthatch",NA
"996","PELI-2","2025-07-05 06:42:00","DOWO","Downy Woodpecker",5
"997","PELI-2","2025-07-06 05:43:00","RBGU","Ring-billed Gull",NA
"998","PELI-2","2025-07-07 06:43:00","AMCR","American Crow",NA
"999","SOEU-1","2025-06-06 05:37:00","CANG","Canada Goose",NA
"1000","SOEU-1","2025-06-06 05:37:00","PISI","Pine Siskin",5
"1001","SOEU-1","2025-06-06 07:37:00","EABL","Eastern Bluebird",NA
"1002","SOEU-1","2025-06-06 08:37:00","HOSP","House Sparrow",NA
"1003","SOEU-1","2025-06-07 04:37:00","CHSP","Chipping Sparrow",NA
"1004","SOEU-1","2025-06-07 06:37:00","HOFI","House Finch",5
"1005","SOEU-1","2025-06-07 07:37:00","AMRO","American Robin",NA
"1006","SOEU-1","2025-06-08 04:36:00","DEJU","Dark-eyed Junco",5
"1007","SOEU-1","2025-06-08 06:36:00","EUST","European Starling",5
"1008","SOEU-1","2025-06-08 07:36:00","EUST","European Starling",5
"1009","SOEU-1","2025-06-09 05:36:00","RBGU","Ring-billed Gull",NA
"1010","SOEU-1","2025-06-09 08:36:00","YEWA","Yellow Warbler",NA
"1011","SOEU-1","2025-06-11 04:36:00","CANG","Canada Goose",NA
"1012","SOEU-1","2025-06-12 05:36:00","WAVI","Warbling Vireo",5
"1013","SOEU-1","2025-06-12 05:36:00","RBGU","Ring-billed Gull",NA
"1014","SOEU-1","2025-06-12 06:36:00","HOFI","House Finch",5
"1015","SOEU-1","2025-06-12 06:36:00","CEDW","Cedar Waxwing",NA
"1016","SOEU-1","2025-06-12 07:36:00","AMCR","American Crow",NA
"1017","SOEU-1","2025-06-13 04:35:00","DEJU","Dark-eyed Junco",5
"1018","SOEU-1","2025-06-13 05:35:00","RBGU","Ring-billed Gull",NA
"1019","SOEU-1","2025-06-14 04:35:00","AMCR","American Crow",NA
"1020","SOEU-1","2025-06-14 06:35:00","DOWO","Downy Woodpecker",NA
"1021","SOEU-1","2025-06-14 06:35:00","CHSP","Chipping Sparrow",NA
"1022","SOEU-1","2025-06-14 08:35:00","EUST","European Starling",5
"1023","SOEU-1","2025-06-15 06:35:00","AMRE","American Redstart",5
"1024","SOEU-1","2025-06-15 08:35:00","SOSP","Song Sparrow",NA
"1025","SOEU-1","2025-06-16 05:35:00","AMGO","American Goldfinch",NA
"1026","SOEU-1","2025-06-16 06:35:00","COGR","Common Grackle",5
"1027","SOEU-1","2025-06-17 04:35:00","NOCA","Northern Cardinal",NA
"1028","SOEU-1","2025-06-18 04:36:00","NOCA","Northern Cardinal",NA
"1029","SOEU-1","2025-06-19 04:36:00","CHSP","Chipping Sparrow",NA
"1030","SOEU-1","2025-06-19 07:36:00","REVI","Red-eyed Vireo",NA
"1031","SOEU-1","2025-06-19 08:36:00","REVI","Red-eyed Vireo",NA
"1032","SOEU-1","2025-06-20 04:36:00","NOCA","Northern Cardinal",NA
"1033","SOEU-1","2025-06-21 06:36:00","COGR","Common Grackle",NA
"1034","SOEU-1","2025-06-22 08:36:00","REVI","Red-eyed Vireo",NA
"1035","SOEU-1","2025-06-22 08:36:00","COGR","Common Grackle",NA
"1036","SOEU-1","2025-06-23 05:37:00","SOSP","Song Sparrow",NA
"1037","SOEU-1","2025-06-23 05:37:00","AMRE","American Redstart",5
"1038","SOEU-1","2025-06-23 06:37:00","HOFI","House Finch",5
"1039","SOEU-1","2025-06-23 07:37:00","BLJA","Blue Jay",NA
"1040","SOEU-1","2025-06-23 07:37:00","AMGO","American Goldfinch",NA
"1041","SOEU-1","2025-06-27 07:38:00","AMRO","American Robin",NA
"1042","SOEU-1","2025-06-28 05:38:00","CEDW","Cedar Waxwing",5
"1043","SOEU-1","2025-06-29 05:39:00","HOSP","House Sparrow",NA
"1044","SOEU-1","2025-06-30 05:39:00","AMRE","American Redstart",5
"1045","SOEU-1","2025-06-30 07:39:00","HOSP","House Sparrow",NA
"1046","SOEU-1","2025-07-01 04:40:00","BAOR","Baltimore Oriole",5
"1047","SOEU-1","2025-07-02 06:41:00","SOSP","Song Sparrow",NA
"1048","SOEU-1","2025-07-02 07:41:00","AMCR","American Crow",NA
"1049","SOEU-1","2025-07-03 05:41:00","CHSW","Chimney Swift",5
"1050","SOEU-1","2025-07-03 06:41:00","CHSW","Chimney Swift",NA
"1051","SOEU-1","2025-07-03 07:41:00","MERL","Merlin",5
"1052","SOEU-1","2025-07-05 04:43:00","AMRO","American Robin",NA
"1053","SOEU-1","2025-07-05 05:43:00","BCCH","Black-capped Chickadee",NA
"1054","SOEU-1","2025-07-05 06:43:00","BCCH","Black-capped Chickadee",NA
"1055","SOEU-1","2025-07-05 07:43:00","CEDW","Cedar Waxwing",5
"1056","SOEU-1","2025-07-06 05:43:00","BCCH","Black-capped Chickadee",NA
"1057","SOEU-1","2025-07-06 06:43:00","MERL","Merlin",5
"1058","SOEU-1","2025-07-08 08:45:00","AMGO","American Goldfinch",NA
"1059","SOEU-2","2025-06-06 05:37:00","CANG","Canada Goose",NA
"1060","SOEU-2","2025-06-06 05:37:00","PISI","Pine Siskin",5
"1061","SOEU-2","2025-06-06 06:37:00","REVI","Red-eyed Vireo",NA
"1062","SOEU-2","2025-06-06 07:37:00","COGR","Common Grackle",5
"1063","SOEU-2","2025-06-06 08:37:00","HOSP","House Sparrow",NA
"1064","SOEU-2","2025-06-06 08:37:00","AMCR","American Crow",NA
"1065","SOEU-2","2025-06-07 04:37:00","CHSP","Chipping Sparrow",NA
"1066","SOEU-2","2025-06-07 05:37:00","EUST","European Starling",5
"1067","SOEU-2","2025-06-07 06:37:00","AMRO","American Robin",NA
"1068","SOEU-2","2025-06-07 07:37:00","GCFL","Great Crested Flycatcher",5
"1069","SOEU-2","2025-06-08 07:36:00","CHSP","Chipping Sparrow",NA
"1070","SOEU-2","2025-06-08 07:36:00","RBGU","Ring-billed Gull",NA
"1071","SOEU-2","2025-06-08 08:36:00","REVI","Red-eyed Vireo",NA
